player,nation,pos,squad,comp,age,born,mp,starts,min,x90s,gls,ast,g_pk,pk,p_katt,crd_y,crd_r,gls_per_90,ast_per_90,gls_ast_per_90,gls_minus_ast_per_90,gls_plus_ast_minus_pk_per_90,xg,npxg,xa,npxg_plus_xa,xg_per_90,xa_per_90,xg_plus_xa_per_90,npxg_per_90,npxg_plus_xa_per_90
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,26,1994,30,30,2585,28.7,3,6,3,0,0,7,1,0.1,0.21,0.31,0.1,0.31,2,2,4.8,6.8,0.07,0.17,0.24,0.07,0.24
Toluwalas Arokodare,NGA,FW,Köln,Bundesliga,19,2000,10,0,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.34,0.01,0.35,0.34,0.35
Sergio Arribas,ESP,"FW,DF",Real Madrid,La Liga,18,2001,8,0,135,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.02,0.03,0.05,0.02,0.05
Kepa Arrizabalaga,ESP,GK,Chelsea,English Premier League,25,1994,7,6,585,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolgay Arslan,GER,MF,Udinese,Serie A,29,1990,30,25,1818,20.2,3,0,3,0,0,9,0,0.15,0,0.15,0.15,0.15,1,1,0.3,1.3,0.05,0.02,0.07,0.05,0.07
Kwadwo Asamoah,GHA,"DF,MF",Cagliari,Serie A,31,1988,9,1,224,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,23,1997,13,8,762,8.5,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,0.6,0.6,0.2,0.8,0.07,0.03,0.09,0.07,0.09
Sergio Asenjo,ESP,GK,Villarreal,La Liga,31,1989,36,36,3240,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,24,1996,35,21,1869,20.8,5,2,5,0,0,1,0,0.24,0.1,0.34,0.24,0.34,4.9,4.9,3,7.9,0.23,0.15,0.38,0.23,0.38
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,19,2001,6,0,95,1.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Iago Aspas,ESP,FW,Celta Vigo,La Liga,32,1987,33,33,2864,31.8,14,13,9,5,5,9,0,0.44,0.41,0.85,0.28,0.69,12.5,8.7,8.3,17,0.39,0.26,0.65,0.27,0.54
Roger Assalé,CIV,"FW,MF",Dijon,Ligue 1,26,1993,17,11,828,9.2,1,1,1,0,0,0,1,0.11,0.11,0.22,0.11,0.22,0.8,0.8,0.6,1.4,0.09,0.07,0.16,0.09,0.16
Youcef Atal,ALG,"DF,MF",Nice,Ligue 1,24,1996,18,13,956,10.6,1,0,1,0,0,1,0,0.09,0,0.09,0.09,0.09,0.6,0.6,0.5,1.1,0.06,0.05,0.1,0.06,0.1
Miguel Atienza,ESP,MF,Eibar,La Liga,21,1999,12,9,838,9.3,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,English Premier League,31,1989,29,26,2332,25.9,10,3,8,2,2,2,0,0.39,0.12,0.5,0.31,0.42,10.6,9.1,2.8,11.9,0.41,0.11,0.52,0.35,0.46
Emil Audero,ITA,GK,Sampdoria,Serie A,23,1997,37,37,3330,37,0,1,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0.4,0.4,0,0.01,0.01,0,0.01
Tommaso Augello,ITA,DF,Sampdoria,Serie A,25,1994,37,37,3216,35.7,1,3,1,0,0,2,1,0.03,0.08,0.11,0.03,0.11,0.3,0.3,3.1,3.4,0.01,0.09,0.1,0.01,0.1
Jean-Kévin Augustin,FRA,FW,Nantes,Ligue 1,23,1997,3,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,26,1994,23,21,1957,21.7,0,4,0,0,0,4,0,0,0.18,0.18,0,0.18,0.9,0.9,2.8,3.7,0.04,0.13,0.17,0.04,0.17
Serge Aurier,CIV,DF,Tottenham,English Premier League,27,1992,19,19,1605,17.8,2,3,2,0,0,0,0,0.11,0.17,0.28,0.11,0.28,1.4,1.4,1.9,3.2,0.08,0.11,0.18,0.08,0.18
Charlie Austin,ENG,FW,West Brom,English Premier League,31,1989,5,0,138,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.13,0,0.13,0.13,0.13
Ezequiel Ávila,ARG,"MF,FW",Osasuna,La Liga,26,1994,8,2,202,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,0.31,0,0.31,0.31,0.31
Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,22,1997,21,16,1359,15.1,5,2,5,0,0,0,0,0.33,0.13,0.46,0.33,0.46,6.9,6.9,1.5,8.4,0.46,0.1,0.56,0.46,0.56
Mehmet-Can Aydin,GER,DF,Schalke 04,Bundesliga,18,2002,6,6,500,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.08,0.08,0,0.08
Jordan Ayew,GHA,"FW,MF",Crystal Palace,English Premier League,28,1991,33,23,2096,23.3,1,3,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,2.4,2.4,0.7,3,0.1,0.03,0.13,0.1,0.13
Kaan Ayhan,TUR,DF,Sassuolo,Serie A,25,1994,19,7,796,8.8,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0.5,0,0.5,0.05,0,0.06,0.05,0.06
Luke Ayling,ENG,DF,Leeds United,English Premier League,28,1991,38,38,3399,37.8,0,0,0,0,0,7,0,0,0,0,0,0,1.4,1.4,2.6,4,0.04,0.07,0.1,0.04,0.1
Ramon Azeez,NGA,"MF,DF",Granada,La Liga,27,1992,2,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.15,0,0.15,0.15,0.15
César Azpilicueta,ESP,DF,Chelsea,English Premier League,30,1989,26,24,2188,24.3,1,2,1,0,0,5,1,0.04,0.08,0.12,0.04,0.12,0.8,0.8,2.6,3.4,0.03,0.11,0.14,0.03,0.14
Ludovic Baal,GUF,"DF,MF",Brest,Ligue 1,34,1986,7,3,296,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.17,0.17,0,0.17
Carlos Bacca,COL,FW,Villarreal,La Liga,33,1986,23,9,786,8.7,5,0,5,0,0,1,0,0.57,0,0.57,0.57,0.57,3.5,3.5,0.9,4.4,0.4,0.11,0.5,0.4,0.5
Loïc Bade,FRA,DF,Lens,Ligue 1,20,2000,31,29,2610,29,0,0,0,0,0,11,1,0,0,0,0,0,0.6,0.6,0.3,0.9,0.02,0.01,0.03,0.02,0.03
Milan Badelj,CRO,MF,Genoa,Serie A,31,1989,30,29,2408,26.8,1,4,1,0,0,7,0,0.04,0.15,0.19,0.04,0.19,0.5,0.5,2.8,3.3,0.02,0.1,0.12,0.02,0.12
Édgar Badía,ESP,GK,Elche,La Liga,28,1992,30,30,2700,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,19,2001,35,32,2870,31.9,2,1,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,1.9,1.9,0.7,2.7,0.06,0.02,0.08,0.06,0.08
Alex Baena,ESP,MF,Villarreal,La Liga,19,2001,6,2,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.05,0.05,0.09,0.05,0.09
Miguel Baeza,ESP,"MF,FW",Celta Vigo,La Liga,20,2000,22,4,543,6,1,0,1,0,0,0,0,0.17,0,0.17,0.17,0.17,1.5,1.5,0.6,2.2,0.26,0.1,0.36,0.26,0.36
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,28,1992,30,18,1616,18,6,2,6,0,1,4,0,0.33,0.11,0.45,0.33,0.45,7.4,6.6,1.4,8,0.41,0.08,0.49,0.37,0.45
Leon Bailey,JAM,"FW,MF",Leverkusen,Bundesliga,22,1997,30,25,2141,23.8,9,8,9,0,0,6,0,0.38,0.34,0.71,0.38,0.71,6.9,6.9,6.1,13,0.29,0.26,0.55,0.29,0.55
Eric Bailly,CIV,DF,Manchester Utd,English Premier League,26,1994,12,10,916,10.2,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,18,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiemoué Bakayoko,FRA,MF,Napoli,Serie A,25,1994,32,23,1964,21.8,2,1,2,0,0,6,1,0.09,0.05,0.14,0.09,0.14,1.1,1.1,0.8,1.9,0.05,0.04,0.09,0.05,0.09
Mitchel Bakker,NED,DF,Paris S-G,Ligue 1,20,2000,26,18,1694,18.8,0,2,0,0,0,1,0,0,0.11,0.11,0,0.11,0.2,0.2,1.9,2.1,0.01,0.1,0.11,0.01,0.11
Ridle Baku,GER,"FW,DF",Wolfsburg,Bundesliga,22,1998,32,31,2678,29.8,6,7,6,0,0,1,0,0.2,0.24,0.44,0.2,0.44,3.3,3.3,4.5,7.8,0.11,0.15,0.26,0.11,0.26
Ridle Baku,GER,DF,Mainz 05,Bundesliga,22,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilane Bakwa,FRA,"FW,MF",Bordeaux,Ligue 1,17,2002,7,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.16,0.06,0.22,0.16,0.22
Fabián Balbuena,PAR,DF,West Ham,English Premier League,28,1991,14,13,1198,13.3,1,0,1,0,0,1,1,0.08,0,0.08,0.08,0.08,0.6,0.6,0,0.6,0.05,0,0.05,0.05,0.05
Keita Baldé,SEN,FW,Sampdoria,Serie A,25,1995,25,12,1197,13.3,7,1,7,0,0,4,1,0.53,0.08,0.6,0.53,0.6,5.8,5.8,1.7,7.6,0.44,0.13,0.57,0.44,0.57
George Baldock,ENG,DF,Sheffield Utd,English Premier League,27,1993,32,32,2787,31,0,2,0,0,0,7,0,0,0.06,0.06,0,0.06,1.1,1.1,1.7,2.8,0.04,0.05,0.09,0.04,0.09
Gareth Bale,WAL,FW,Tottenham,English Premier League,31,1989,20,10,920,10.2,11,2,11,0,0,1,0,1.08,0.2,1.27,1.08,1.27,5.3,5.3,1.9,7.2,0.52,0.19,0.71,0.52,0.71
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,32,1988,23,17,1689,18.8,0,1,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0.6,0.7,0,0.03,0.04,0,0.04
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,21,1999,21,19,1634,18.2,2,0,2,0,0,6,1,0.11,0,0.11,0.11,0.11,1.8,1.8,0,1.9,0.1,0,0.1,0.1,0.1
Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,23,1997,24,6,662,7.4,0,3,0,0,0,2,0,0,0.41,0.41,0,0.41,0.2,0.2,0.7,0.8,0.03,0.09,0.12,0.03,0.12
Botond Balogh,HUN,DF,Parma,Serie A,18,2002,3,1,165,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,30,1990,16,16,1347,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.4,1.5,0,0.09,0.1,0,0.1
Jonathan Bamba,FRA,MF,Lille,Ligue 1,24,1996,38,34,2985,33.2,6,9,6,0,0,2,0,0.18,0.27,0.45,0.18,0.45,4.4,4.4,5.1,9.5,0.13,0.15,0.29,0.13,0.29
Robson Bambu,BRA,DF,Nice,Ligue 1,22,1997,15,12,1046,11.6,0,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.01,0,0.01
Patrick Bamford,ENG,FW,Leeds United,English Premier League,26,1993,38,37,3050,33.9,17,7,15,2,2,3,0,0.5,0.21,0.71,0.44,0.65,17.3,15.7,4.1,19.8,0.51,0.12,0.63,0.46,0.59
Mattia Bani,ITA,DF,Genoa,Serie A,26,1993,11,10,921,10.2,0,0,0,0,0,4,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.06,0.01,0.07,0.06,0.07
Mattia Bani,ITA,DF,Parma,Serie A,26,1993,15,14,1145,12.7,0,0,0,0,0,6,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.04,0.02,0.06,0.04,0.06
Simon Banza,FRA,FW,Lens,Ligue 1,23,1996,34,12,1372,15.2,5,2,4,1,1,6,1,0.33,0.13,0.46,0.26,0.39,5.9,5.1,1.2,6.3,0.39,0.08,0.47,0.34,0.42
Antonín Barák,CZE,"MF,FW",Hellas Verona,Serie A,25,1994,34,32,2765,30.7,7,3,7,0,0,5,1,0.23,0.1,0.33,0.23,0.33,5.8,5.8,2.8,8.6,0.19,0.09,0.28,0.19,0.28
Federico Barba,ITA,DF,Benevento,Serie A,26,1993,32,31,2659,29.5,0,2,0,0,0,8,0,0,0.07,0.07,0,0.07,1,1,1.7,2.7,0.03,0.06,0.09,0.03,0.09
Danilo Barbosa,BRA,DF,Nice,Ligue 1,24,1996,4,3,250,2.8,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.3,0.09,0.01,0.1,0.09,0.1
Barcia,ESP,DF,Granada,La Liga,19,2000,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melvin Bard,FRA,DF,Lyon,Ligue 1,19,2000,14,4,432,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.1,0.2,0.2,0.01,0.04,0.05,0.01,0.05
Enis Bardhi,MKD,"MF,FW",Levante,La Liga,25,1995,26,19,1682,18.7,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,2.9,2.9,1.1,4,0.15,0.06,0.21,0.15,0.21
Phil Bardsley,SCO,DF,Burnley,English Premier League,35,1985,4,3,274,3,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04
Nicolò Barella,ITA,MF,Inter,Serie A,23,1997,36,32,2896,32.2,3,7,3,0,0,5,0,0.09,0.22,0.31,0.09,0.31,2.6,2.6,5.4,8.1,0.08,0.17,0.25,0.08,0.25
Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,31,1989,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kike Barja,ESP,"MF,FW",Osasuna,La Liga,23,1997,33,17,1433,15.9,2,3,2,0,0,2,0,0.13,0.19,0.31,0.13,0.31,1.8,1.8,1.9,3.7,0.12,0.12,0.23,0.12,0.23
Ross Barkley,ENG,MF,Aston Villa,English Premier League,26,1993,24,18,1531,17,3,1,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,3.2,3.2,3.6,6.8,0.19,0.21,0.4,0.19,0.4
Ross Barkley,ENG,MF,Chelsea,English Premier League,26,1993,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.06,0.16,0.22,0.06,0.22
Aymen Barkok,MAR,"MF,FW",Eint Frankfurt,Bundesliga,22,1998,26,9,977,10.9,2,3,2,0,0,5,0,0.18,0.28,0.46,0.18,0.46,1.6,1.6,3,4.6,0.15,0.27,0.42,0.15,0.42
Ashley Barnes,ENG,FW,Burnley,English Premier League,30,1989,22,15,1331,14.8,3,0,2,1,1,4,0,0.2,0,0.2,0.14,0.14,5.1,4.4,0.7,5.1,0.35,0.04,0.39,0.3,0.34
Harvey Barnes,ENG,"FW,MF",Leicester City,English Premier League,22,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.6,0.42,0.6,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35
Marc Baró,ESP,DF,Cádiz,La Liga,20,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.02,0.33,0.35,0.02,0.35
Antonio Barragán,ESP,DF,Elche,La Liga,33,1987,27,26,2235,24.8,0,3,0,0,0,8,0,0,0.12,0.12,0,0.12,0.6,0.6,1,1.6,0.02,0.04,0.06,0.02,0.06
Antonio Barreca,ITA,DF,Fiorentina,Serie A,25,1995,3,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,0.25,0.04,0.29,0.25,0.29
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,20,2000,29,27,2303,25.6,2,2,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,3.3,3.3,2.1,5.4,0.13,0.08,0.21,0.13,0.21
Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,18,2001,31,13,1307,14.5,3,0,3,0,0,7,0,0.21,0,0.21,0.21,0.21,1.8,1.8,2,3.8,0.12,0.14,0.26,0.12,0.26
Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,25,1994,16,13,1108,12.3,0,1,0,0,0,1,0,0,0.08,0.08,0,0.08,0,0,1.2,1.3,0,0.1,0.1,0,0.1
Musa Barrow,GAM,"FW,MF",Bologna,Serie A,21,1998,38,34,2921,32.5,8,8,8,0,1,0,0,0.25,0.25,0.49,0.25,0.49,8.9,8,5.1,13.2,0.27,0.16,0.43,0.25,0.41
Kyle Bartley,ENG,DF,West Brom,English Premier League,29,1991,30,28,2584,28.7,3,1,3,0,0,4,0,0.1,0.03,0.14,0.1,0.14,2.1,2.1,0.2,2.4,0.07,0.01,0.08,0.07,0.08
Paolo Bartolomei,ITA,MF,Spezia,Serie A,30,1989,6,3,320,3.6,0,1,0,0,0,1,0,0,0.28,0.28,0,0.28,0.2,0.2,0.3,0.5,0.04,0.09,0.13,0.04,0.13
Marc Bartra,ESP,DF,Betis,La Liga,29,1991,19,19,1694,18.8,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.4,0.4,0.8,1.3,0.02,0.04,0.07,0.02,0.07
Daniele Baselli,ITA,MF,Torino,Serie A,28,1992,15,3,396,4.4,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.6,0.8,0.06,0.13,0.19,0.06,0.19
Chris Basham,ENG,"DF,MF",Sheffield Utd,English Premier League,32,1988,31,31,2576,28.6,0,1,0,0,0,5,0,0,0.03,0.03,0,0.03,0.8,0.8,0.8,1.6,0.03,0.03,0.05,0.03,0.05
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,23,1996,34,32,2601,28.9,4,1,4,0,0,7,0,0.14,0.03,0.17,0.14,0.17,3.3,3.3,1.9,5.2,0.11,0.06,0.18,0.11,0.18
Álvaro Bastida,ESP,MF,Cádiz,La Liga,16,2004,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Bastoni,ITA,DF,Inter,Serie A,21,1999,33,33,2922,32.5,0,3,0,0,0,6,0,0,0.09,0.09,0,0.09,1.2,1.2,1.8,3,0.04,0.05,0.09,0.04,0.09
Simone Bastoni,ITA,DF,Spezia,Serie A,23,1996,22,19,1522,16.9,1,7,1,0,0,7,0,0.06,0.41,0.47,0.06,0.47,1.4,1.4,3.4,4.8,0.08,0.2,0.28,0.08,0.28
Bastos,ANG,DF,Lazio,Serie A,29,1991,2,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy Batshuayi,BEL,FW,Crystal Palace,English Premier League,26,1993,18,7,728,8.1,2,1,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,1.4,1.4,1.4,2.8,0.17,0.18,0.35,0.17,0.35
Rodrigo Battaglia,ARG,MF,Alavés,La Liga,29,1991,32,29,2492,27.7,1,0,1,0,0,10,1,0.04,0,0.04,0.04,0.04,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05
Cristian Battocchio,ITA,"MF,FW",Brest,Ligue 1,28,1992,15,2,355,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,0.14,0.05,0.19,0.14,0.19
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,30,1990,31,31,2790,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,32,1988,17,12,1072,11.9,2,0,2,0,0,1,0,0.17,0,0.17,0.17,0.17,1.4,1.4,0.3,1.6,0.11,0.02,0.14,0.11,0.14
Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,20,1999,31,28,2369,26.3,6,3,6,0,0,6,0,0.23,0.11,0.34,0.23,0.34,5.5,5.5,3,8.5,0.21,0.11,0.32,0.21,0.32
Jon Bautista,ESP,"FW,MF",Real Sociedad,La Liga,25,1995,21,0,370,4.1,0,1,0,0,0,3,0,0,0.24,0.24,0,0.24,1,1,0.2,1.2,0.23,0.06,0.29,0.23,0.29
Paul Baysse,FRA,DF,Bordeaux,Ligue 1,32,1988,31,29,2614,29,2,2,2,0,0,5,1,0.07,0.07,0.14,0.07,0.14,1.2,1.2,0.5,1.7,0.04,0.02,0.06,0.04,0.06
Noah Joel Sarenren Bazee,NGA,"FW,MF",Augsburg,Bundesliga,23,1996,5,0,36,0.4,0,1,0,0,0,1,0,0,2.5,2.5,0,2.5,0,0,0.7,0.7,0,1.77,1.77,0,1.77
Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,26,1994,32,23,2200,24.4,9,7,9,0,0,3,0,0.37,0.29,0.65,0.37,0.65,9.1,9.1,5,14.1,0.37,0.2,0.58,0.37,0.58
Rodrigo Becão,BRA,DF,Udinese,Serie A,24,1996,35,32,2780,30.9,1,0,1,0,0,5,0,0.03,0,0.03,0.03,0.03,0.9,0.9,0.2,1.1,0.03,0.01,0.04,0.03,0.04
Sheraldo Becker,SUR,"FW,MF",Union Berlin,Bundesliga,25,1995,18,15,1106,12.3,3,3,3,0,0,2,0,0.24,0.24,0.49,0.24,0.49,2,2,3.2,5.3,0.17,0.26,0.43,0.17,0.43
Timo Becker,GER,DF,Schalke 04,Bundesliga,23,1997,20,18,1640,18.2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03
Jan Bednarek,POL,DF,Southampton,English Premier League,24,1996,36,36,3100,34.4,1,1,1,0,0,5,1,0.03,0.03,0.06,0.03,0.06,1,1,0.3,1.3,0.03,0.01,0.04,0.03,0.04
Donny van de Beek,NED,"MF,FW",Manchester Utd,English Premier League,23,1997,19,4,524,5.8,1,1,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,0.3,0.3,1,1.3,0.05,0.17,0.22,0.05,0.22
Valon Behrami,SUI,MF,Genoa,Serie A,35,1985,26,8,892,9.9,0,0,0,0,0,3,1,0,0,0,0,0,0.4,0.4,0.1,0.4,0.04,0.01,0.04,0.04,0.04
Brian Behrendt,GER,DF,Arminia,Bundesliga,28,1991,3,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Maximilian Beier,GER,"FW,DF",Hoffenheim,Bundesliga,17,2002,3,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,28,1992,14,7,596,6.6,0,1,0,0,0,0,0,0,0.15,0.15,0,0.15,1.6,1.6,1,2.6,0.23,0.15,0.39,0.23,0.39
Erwan Belhadji,FRA,MF,Dijon,Ligue 1,19,2001,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.07,0.15,0.08,0.15
Haris Belkebla,ALG,MF,Brest,Ligue 1,26,1994,35,33,2727,30.3,0,0,0,0,0,7,1,0,0,0,0,0,0.6,0.6,0.7,1.2,0.02,0.02,0.04,0.02,0.04
Stefan Bell,GER,DF,Mainz 05,Bundesliga,28,1991,16,16,1266,14.1,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,1.3,1.7,0.03,0.09,0.12,0.03,0.12
Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,30,1990,22,7,798,8.9,0,0,0,0,0,2,0,0,0,0,0,0,2.2,2.2,1.8,4,0.25,0.2,0.45,0.25,0.45
Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,22,1998,36,25,2086,23.2,1,1,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,2.8,2.8,1.6,4.4,0.12,0.07,0.19,0.12,0.19
Héctor Bellerín,ESP,DF,Arsenal,English Premier League,25,1995,25,24,2089,23.2,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,2.4,3.2,0.04,0.1,0.14,0.04,0.14
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,17,2003,29,19,1697,18.9,1,3,1,0,0,6,1,0.05,0.16,0.21,0.05,0.21,3,3,3.3,6.3,0.16,0.18,0.33,0.16,0.33
Andrea Belotti,ITA,FW,Torino,Serie A,26,1993,35,33,2888,32.1,13,6,9,4,5,4,0,0.41,0.19,0.59,0.28,0.47,13.8,9.9,6.9,16.8,0.43,0.22,0.65,0.31,0.52
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,21,1999,32,13,1399,15.5,3,0,3,0,0,3,0,0.19,0,0.19,0.19,0.19,1.4,1.4,0.3,1.7,0.09,0.02,0.11,0.09,0.11
Sami Ben Amar,MAR,MF,Nîmes,Ligue 1,22,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatem Ben Arfa,FRA,"MF,FW",Bordeaux,Ligue 1,33,1987,24,19,1703,18.9,2,4,2,0,0,2,0,0.11,0.21,0.32,0.11,0.32,2.3,2.3,3.4,5.7,0.12,0.18,0.3,0.12,0.3
Salim Ben Seghir,FRA,DF,Nice,Ligue 1,17,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,29,1990,37,32,2607,29,20,7,10,10,12,3,0,0.69,0.24,0.93,0.35,0.59,19.1,10,6.3,16.4,0.66,0.22,0.88,0.35,0.57
Ahmad Benali,LBY,MF,Crotone,Serie A,28,1992,18,15,1214,13.5,0,1,0,0,0,2,0,0,0.07,0.07,0,0.07,0.8,0.8,1.2,2,0.06,0.09,0.15,0.06,0.15
Samy Benchamma,FRA,"MF,DF",Montpellier,Ligue 1,20,2000,5,0,42,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lars Bender,GER,DF,Leverkusen,Bundesliga,31,1989,14,12,936,10.4,1,2,0,1,1,2,0,0.1,0.19,0.29,0,0.19,1.2,0.5,0.5,1,0.12,0.05,0.17,0.05,0.09
Sven Bender,GER,DF,Leverkusen,Bundesliga,31,1989,18,14,1170,13,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04
Darío Benedetto,ARG,FW,Marseille,Ligue 1,30,1990,32,19,1579,17.5,5,3,4,1,1,3,2,0.28,0.17,0.46,0.23,0.4,7.6,6.8,2,8.8,0.43,0.11,0.55,0.39,0.5
