player,nation,squad,comp,age,born,per_90,gls,sh,so_t,so_t_percent,sh_per_90,so_t_per_90,g_per_sh,g_per_so_t,dist,fk,pk,p_katt,x_g,npx_g,npxg_per_sh,g_minus_xg,npg_minus_xg
John Stones,ENG,Manchester City,English Premier League,26,1994,21.5,4,15,5,33.3,0.7,0.23,0.27,0.8,12.8,0,0,0,2.2,2.2,0.15,1.8,1.8
Thomas Strakosha,ALB,Lazio,Serie A,25,1995,9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Tobias Strobl,GER,Augsburg,Bundesliga,30,1990,20.5,0,6,1,16.7,0.29,0.05,0,0,17.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Kevin Strootman,NED,Marseille,Ligue 1,30,1990,2.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Kevin Strootman,NED,Genoa,Serie A,30,1990,14.6,0,6,2,33.3,0.41,0.14,0,0,18.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Pascal Struijk,NED,Leeds United,English Premier League,20,1999,23.1,1,14,4,28.6,0.61,0.17,0.07,0.25,9,0,0,0,2.4,2.4,0.17,-1.4,-1.4
Jens Stryger Larsen,DEN,Udinese,Serie A,29,1991,29.3,2,24,11,45.8,0.82,0.38,0.08,0.18,17.5,0,0,0,2.9,2.9,0.12,-0.9,-0.9
Stefano Sturaro,ITA,Hellas Verona,Serie A,27,1993,4.7,0,1,0,0,0.21,0,0,NA,21,0,0,0,0,0,0.04,0,0
Stefano Sturaro,ITA,Genoa,Serie A,27,1993,4.9,1,5,2,40,1.01,0.4,0.2,0.5,17.2,2,0,0,0.4,0.4,0.08,0.6,0.6
Damián Suárez,URU,Getafe,La Liga,32,1988,27,1,10,2,20,0.37,0.07,0.1,0.5,32.1,2,0,0,0.3,0.3,0.03,0.7,0.7
Denis Suárez,ESP,Celta Vigo,La Liga,26,1994,31.7,0,16,3,18.8,0.5,0.09,0,0,21.8,1,0,0,0.9,0.9,0.05,-0.9,-0.9
Luis Suárez,URU,Atlético Madrid,La Liga,33,1987,27.9,21,98,41,41.8,3.52,1.47,0.18,0.44,16.3,7,3,3,15.6,13.3,0.14,5.4,4.7
Marek Suchý,CZE,Augsburg,Bundesliga,32,1988,3.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Niklas Süle,GER,Bayern Munich,Bundesliga,24,1995,16.7,1,20,4,20,1.2,0.24,0.05,0.25,17.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1
Suso,ESP,Sevilla,La Liga,26,1993,24.6,3,48,17,35.4,1.95,0.69,0.06,0.18,22.9,2,0,0,2.1,2.1,0.04,0.9,0.9
Bosko Sutalo,CRO,Atalanta,Serie A,20,2000,2.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Mattias Svanberg,SWE,Bologna,Serie A,21,1999,20.6,5,57,17,29.8,2.77,0.83,0.09,0.29,21.2,1,0,0,4.1,4.1,0.07,0.9,0.9
Abdoulaye Sylla,GUI,Nantes,Ligue 1,20,2000,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Issiaga Sylla,GUI,Lens,Ligue 1,26,1994,12.4,1,10,2,20,0.81,0.16,0.1,0.5,10.5,0,0,0,1.5,1.5,0.15,-0.5,-0.5
Eddy Sylvestre,FRA,Nice,Ligue 1,20,1999,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ádám Szalai,HUN,Mainz 05,Bundesliga,32,1987,8.1,1,15,6,40,1.84,0.74,0.07,0.17,14.1,0,0,0,2.2,2.2,0.14,-1.2,-1.2
Wojciech Szczęsny,POL,Juventus,Serie A,30,1990,29.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Frederik Sørensen,DEN,Köln,Bundesliga,28,1992,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Alexander Sørloth,NOR,RB Leipzig,Bundesliga,24,1995,16,5,48,17,35.4,2.99,1.06,0.1,0.29,11.7,0,0,1,6.4,5.7,0.12,-1.4,-0.7
Tachi,ESP,Alavés,La Liga,22,1997,9.4,0,3,0,0,0.32,0,0,NA,8.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Jonathan Tah,GER,Leverkusen,Bundesliga,24,1996,24.7,1,10,2,20,0.41,0.08,0.1,0.5,9.7,0,0,0,0.8,0.8,0.08,0.2,0.2
Waniss Taibi,FRA,Angers,Ligue 1,18,2002,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Flavien Tait,FRA,Rennes,Ligue 1,27,1993,15.2,1,24,8,33.3,1.58,0.53,0.04,0.13,18.8,0,0,0,2.4,2.4,0.1,-1.4,-1.4
Adrien Tameze,CMR,Hellas Verona,Serie A,26,1994,25.6,1,17,3,17.6,0.66,0.12,0.06,0.33,20.5,0,0,0,1.7,1.7,0.1,-0.7,-0.7
Japhet Tanganga,ENG,Tottenham,English Premier League,21,1999,5.4,0,2,0,0,0.37,0,0,NA,5.5,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Renato Tapia,PER,Celta Vigo,La Liga,25,1995,30,0,18,5,27.8,0.6,0.17,0,0,19,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Edmond Tapsoba,BFA,Leverkusen,Bundesliga,21,1999,29.5,1,17,5,29.4,0.58,0.17,0.06,0.2,13,0,0,0,1.1,1.1,0.06,-0.1,-0.1
Matt Targett,ENG,Aston Villa,English Premier League,24,1995,37.8,0,6,2,33.3,0.16,0.05,0,0,20.8,1,0,0,0.2,0.2,0.04,-0.2,-0.2
James Tarkowski,ENG,Burnley,English Premier League,27,1992,36,1,22,6,27.3,0.61,0.17,0.05,0.17,8.3,0,0,0,2.6,2.6,0.12,-1.6,-1.6
Ciprian Tătărușanu,ROU,Milan,Serie A,34,1986,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Percy Tau,RSA,Brighton,English Premier League,26,1994,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Niklas Tauer,GER,Mainz 05,Bundesliga,19,2001,0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Heriberto Tavares,POR,Brest,Ligue 1,23,1997,0.5,0,1,1,100,2.09,2.09,0,0,15.7,0,0,0,0.3,0.3,0.35,-0.3,-0.3
Sidnei Tavares,POR,Leicester City,English Premier League,18,2001,0.9,0,1,1,100,1.06,1.06,0,0,22,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Tomás Tavares,POR,Alavés,La Liga,19,2001,0.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Charlie Taylor,ENG,Burnley,English Premier League,26,1993,27,0,3,2,66.7,0.11,0.07,0,0,25,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Neil Taylor,WAL,Aston Villa,English Premier League,31,1989,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Allan Tchaptchet,FRA,Southampton,English Premier League,18,2001,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Warren Tchimbembé,CGO,Metz,Ligue 1,22,1998,5.5,0,6,1,16.7,1.09,0.18,0,0,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Aurélien Tchouaméni,FRA,Monaco,Ligue 1,20,2000,34,2,52,10,19.2,1.53,0.29,0.04,0.2,17.1,0,0,0,4,4,0.08,-2,-2
Álvaro Tejero,ESP,Eibar,La Liga,24,1996,1.2,0,2,1,50,1.64,0.82,0,0,26.7,0,0,0,0,0,0.02,0,0
Nathan Tella,ENG,Southampton,English Premier League,21,1999,8.3,1,15,7,46.7,1.81,0.85,0.07,0.14,18,0,0,0,1.8,1.8,0.12,-0.8,-0.8
Alex Telles,BRA,Manchester Utd,English Premier League,27,1992,7.7,0,5,1,20,0.65,0.13,0,0,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Andrés Tello,COL,Benevento,Serie A,23,1996,4.6,1,7,3,42.9,1.53,0.65,0.14,0.33,14.4,0,0,0,0.4,0.4,0.06,0.6,0.6
Cristian Tello,ESP,Betis,La Liga,28,1991,14.3,5,35,14,40,2.46,0.98,0.14,0.36,20.4,1,0,0,2.3,2.3,0.06,2.7,2.7
Lino Tempelmann,GER,Freiburg,Bundesliga,21,1999,3,0,4,0,0,1.33,0,0,NA,21,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Hidde ter Avest,NED,Udinese,Serie A,23,1997,3.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Marc-André ter Stegen,GER,Barcelona,La Liga,28,1992,31,0,1,0,0,0.03,0,0,NA,18,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Pietro Terracciano,ITA,Fiorentina,Serie A,30,1990,3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Martin Terrier,FRA,Rennes,Ligue 1,23,1997,27.1,9,46,17,37,1.7,0.63,0.17,0.47,16.1,0,1,1,6.3,5.6,0.12,2.7,2.4
Claudio Terzi,ITA,Spezia,Serie A,36,1984,20.8,1,5,2,40,0.24,0.1,0.2,0.5,8.9,0,0,0,0.3,0.3,0.06,0.7,0.7
Kenny Tete,NED,Lyon,Ligue 1,24,1995,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Kenny Tete,NED,Fulham,English Premier League,24,1995,16.5,0,7,2,28.6,0.43,0.12,0,0,18.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Cedric Teuchert,GER,Union Berlin,Bundesliga,23,1997,8.4,3,23,10,43.5,2.75,1.19,0.13,0.3,16.3,0,0,0,3.3,3.3,0.14,-0.3,-0.3
Florian Thauvin,FRA,Marseille,Ligue 1,27,1993,30.4,8,69,19,27.5,2.27,0.63,0.12,0.42,18.5,6,0,2,9.8,8.3,0.12,-1.8,-0.3
Malick Thiaw,GER,Schalke 04,Bundesliga,18,2001,16.1,1,8,4,50,0.5,0.25,0.13,0.25,8.8,0,0,0,0.5,0.5,0.06,0.5,0.5
Jan Thielmann,GER,Köln,Bundesliga,18,2002,11.4,2,11,4,36.4,0.96,0.35,0.18,0.5,17.8,0,0,0,1.1,1.1,0.1,0.9,0.9
Sada Thioub,SEN,Angers,Ligue 1,25,1995,14,1,23,6,26.1,1.65,0.43,0.04,0.17,17.9,0,0,0,1.5,1.5,0.06,-0.5,-0.5
William Thomas Fish,ENG,Manchester Utd,English Premier League,17,2003,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Luke Thomas,ENG,Leicester City,English Premier League,19,2001,10.8,1,8,3,37.5,0.74,0.28,0.13,0.33,13.1,0,0,0,0.3,0.3,0.04,0.7,0.7
Romain Thomas,FRA,Angers,Ligue 1,32,1988,33.6,4,15,8,53.3,0.45,0.24,0.27,0.5,9.4,1,0,0,2.2,2.2,0.14,1.8,1.8
Adrien Thomasson,FRA,Strasbourg,Ligue 1,26,1993,29.2,5,46,15,32.6,1.58,0.51,0.11,0.33,16.4,0,0,0,6.4,6.4,0.14,-1.4,-1.4
Erik Thommy,GER,Stuttgart,Bundesliga,25,1994,3.5,0,10,1,10,2.88,0.29,0,0,20.9,2,0,0,0.5,0.5,0.05,-0.5,-0.5
Morten Thorsby,NOR,Sampdoria,Serie A,24,1996,29.4,3,24,9,37.5,0.82,0.31,0.13,0.33,8.9,0,0,0,3.7,3.7,0.15,-0.7,-0.7
Marcus Thuram,FRA,M'Gladbach,Bundesliga,22,1997,19.2,8,59,20,33.9,3.07,1.04,0.14,0.4,13,0,0,0,7.8,7.8,0.13,0.2,0.2
Khéphren Thuram-Ulie,FRA,Nice,Ligue 1,19,2001,16.6,2,10,4,40,0.6,0.24,0.2,0.5,15.3,0,0,0,0.8,0.8,0.08,1.2,1.2
Cheikh Tidiane Sabaly,SEN,Metz,Ligue 1,21,1999,0.1,0,1,0,0,7.5,0,0,NA,20.9,0,0,0,0,0,0.03,0,0
Youri Tielemans,BEL,Leicester City,English Premier League,23,1997,37.3,6,47,18,38.3,1.26,0.48,0.09,0.22,22.1,4,2,2,4.5,3,0.06,1.5,1
Kieran Tierney,SCO,Arsenal,English Premier League,23,1997,25.5,1,15,3,20,0.59,0.12,0.07,0.33,24.3,0,0,0,0.4,0.4,0.03,0.6,0.6
Steffen Tigges,GER,Dortmund,Bundesliga,22,1998,0.6,0,4,1,25,6.43,1.61,0,0,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Guus Til,NED,Freiburg,Bundesliga,22,1997,1.4,0,2,1,50,1.44,0.72,0,0,10.9,0,0,0,0.3,0.3,0.16,-0.3,-0.3
David Timor,ESP,Getafe,La Liga,30,1989,15.5,0,18,5,27.8,1.16,0.32,0,0,33.3,9,0,0,0.5,0.5,0.03,-0.5,-0.5
Jean-Clair Todibo,FRA,Nice,Ligue 1,20,1999,14.8,1,7,1,14.3,0.47,0.07,0.14,1,10.6,0,0,0,0.6,0.6,0.08,0.4,0.4
Karl Toko Ekambi,CMR,Lyon,Ligue 1,27,1992,31.2,14,92,38,41.3,2.95,1.22,0.15,0.37,13.3,0,0,0,18.4,18.4,0.2,-4.4,-4.4
Corentin Tolisso,FRA,Bayern Munich,Bundesliga,25,1994,8.7,1,12,7,58.3,1.38,0.81,0.08,0.14,13.4,0,0,0,2.3,2.3,0.19,-1.3,-1.3
Jeremy Toljan,GER,Sassuolo,Serie A,25,1994,16.6,0,6,1,16.7,0.36,0.06,0,0,18.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Rafael Tolói,ITA,Atalanta,Serie A,29,1990,28.2,2,27,8,29.6,0.96,0.28,0.07,0.25,12.8,0,0,0,3.5,3.5,0.13,-1.5,-1.5
Takehiro Tomiyasu,JPN,Bologna,Serie A,21,1998,30.2,2,16,4,25,0.53,0.13,0.13,0.5,15.2,0,0,0,1.2,1.2,0.08,0.8,0.8
James Tomkins,ENG,Crystal Palace,English Premier League,31,1989,6.1,0,2,0,0,0.33,0,0,NA,7.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Fikayo Tomori,ENG,Chelsea,English Premier League,22,1997,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Fikayo Tomori,ENG,Milan,Serie A,22,1997,16.3,1,5,4,80,0.31,0.25,0.2,0.25,8.9,0,0,0,0.4,0.4,0.08,0.6,0.6
Sandro Tonali,ITA,Milan,Serie A,20,2000,14.8,0,9,3,33.3,0.61,0.2,0,0,22.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5
Lorenzo Tonelli,ITA,Sampdoria,Serie A,30,1990,19.8,1,12,2,16.7,0.61,0.1,0.08,0.5,9.3,0,0,0,1.3,1.3,0.11,-0.3,-0.3
Toño,ESP,Levante,La Liga,30,1989,8.1,0,2,0,0,0.25,0,0,NA,26.8,0,0,0,0,0,0.02,0,0
Ömer Toprak,TUR,Werder Bremen,Bundesliga,31,1989,21.6,2,11,5,45.5,0.51,0.23,0.18,0.4,11.2,0,0,0,0.9,0.9,0.08,1.1,1.1
Tyron Tormin,FRA,Saint-Étienne,Ligue 1,19,2001,0.2,0,1,0,0,4.29,0,0,NA,23.3,0,0,0,0,0,0.03,0,0
Ernesto Torregrossa,ITA,Sampdoria,Serie A,28,1992,1.9,1,4,2,50,2.12,1.06,0.25,0.5,9.3,0,0,0,0.6,0.6,0.14,0.4,0.4
Lucas Torreira,URU,Atlético Madrid,La Liga,24,1996,5.8,1,3,1,33.3,0.52,0.17,0.33,1,34.6,0,0,0,0.2,0.2,0.08,0.8,0.8
Ferrán Torres,ESP,Manchester City,English Premier League,20,2000,14.5,7,36,14,38.9,2.48,0.96,0.19,0.5,15,0,0,0,5.4,5.4,0.15,1.6,1.6
Óliver Torres,ESP,Sevilla,La Liga,25,1994,15.6,0,10,3,30,0.64,0.19,0,0,18.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Pau Torres,ESP,Villarreal,La Liga,23,1997,33,2,8,3,37.5,0.24,0.09,0.25,0.67,7.3,0,0,0,1.2,1.2,0.16,0.8,0.8
Roberto Torres,ESP,Osasuna,La Liga,31,1989,21,7,42,9,21.4,2,0.43,0.07,0.33,24.3,3,4,5,6.2,2.4,0.06,0.8,0.6
Lucas Torró,ESP,Osasuna,La Liga,26,1994,17.2,0,17,7,41.2,0.99,0.41,0,0,21.2,1,0,0,1.5,1.5,0.09,-1.5,-1.5
Jordan Torunarigha,GER,Hertha BSC,Bundesliga,22,1997,10.8,0,4,1,25,0.37,0.09,0,0,15.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Cenk Tosun,TUR,Everton,English Premier League,29,1991,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Abdoulaye Touré,FRA,Nantes,Ligue 1,26,1994,18.7,2,26,4,15.4,1.39,0.21,0.04,0.25,22.9,0,1,1,2.5,1.7,0.07,-0.5,-0.7
Almamy Touré,MLI,Eint Frankfurt,Bundesliga,24,1996,7.8,1,13,4,30.8,1.66,0.51,0.08,0.25,13.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1
Lucas Tousart,FRA,Hertha BSC,Bundesliga,23,1997,23.2,1,30,6,20,1.29,0.26,0.03,0.17,20.1,0,0,0,1.5,1.5,0.05,-0.5,-0.5
Andros Townsend,ENG,Crystal Palace,English Premier League,29,1991,25.1,1,36,11,30.6,1.43,0.44,0.03,0.09,21.9,4,0,0,2.3,2.3,0.06,-1.3,-1.3
Conor Townsend,ENG,West Brom,English Premier League,27,1993,24.8,0,11,4,36.4,0.44,0.16,0,0,17.7,2,0,0,1,1,0.09,-1,-1
Mattéo Tramoni,FRA,Cagliari,Serie A,20,2000,0.8,0,1,0,0,1.22,0,0,NA,22.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Adama Traoré,ESP,Wolves,English Premier League,24,1996,29.4,2,43,13,30.2,1.46,0.44,0.05,0.15,19.3,0,0,0,2.2,2.2,0.05,-0.2,-0.2
Amadou Traore,FRA,Bordeaux,Ligue 1,18,2002,3.4,0,3,1,33.3,0.89,0.3,0,0,16.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Bertrand Traoré,BFA,Aston Villa,English Premier League,24,1995,25.7,7,65,23,35.4,2.52,0.89,0.11,0.3,16.2,2,0,0,6.4,6.4,0.1,0.6,0.6
Boubacar Traoré,MLI,Metz,Ligue 1,18,2001,0.6,1,2,1,50,3.33,1.67,0.5,1,34.4,0,0,0,0,0,0.01,1,1
Chaka Traorè,CIV,Parma,Serie A,15,2004,0.2,0,1,0,0,5,0,0,NA,10,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Charles Traore,MLI,Nantes,Ligue 1,28,1992,18.9,1,2,1,50,0.11,0.05,0.5,1,30.9,0,0,0,0.2,0.2,0.12,0.8,0.8
Cheick Traoré,MLI,Lens,Ligue 1,25,1995,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Hamari Traoré,MLI,Rennes,Ligue 1,28,1992,33.3,1,24,5,20.8,0.72,0.15,0.04,0.2,19.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4
Ibrahima Traoré,GUI,M'Gladbach,Bundesliga,32,1988,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ismaël Traoré,CIV,Angers,Ligue 1,33,1986,33.3,3,12,5,41.7,0.36,0.15,0.25,0.6,9.2,0,0,0,1.5,1.5,0.13,1.5,1.5
Kevin Trapp,GER,Eint Frankfurt,Bundesliga,30,1990,33,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Miguel Trauco,PER,Saint-Étienne,Ligue 1,27,1992,22.6,0,6,1,16.7,0.27,0.04,0,0,25,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Trézéguet,EGY,Aston Villa,English Premier League,25,1994,13,2,35,12,34.3,2.7,0.93,0.06,0.17,13.9,0,0,0,3.8,3.8,0.12,-1.8,-1.8
Manu Trigueros,ESP,Villarreal,La Liga,28,1991,28.1,1,30,8,26.7,1.07,0.28,0.03,0.13,21.7,0,0,0,2.7,2.7,0.09,-1.7,-1.7
Christopher Trimmel,AUT,Union Berlin,Bundesliga,33,1987,28.6,1,9,3,33.3,0.31,0.1,0.11,0.33,24,0,0,0,0.3,0.3,0.03,0.7,0.7
Francisco Trincão,POR,Barcelona,La Liga,20,1999,7.8,3,23,12,52.2,2.93,1.53,0.13,0.25,16.6,0,0,0,3.1,3.1,0.14,-0.1,-0.1
Alessandro Tripaldelli,ITA,Cagliari,Serie A,21,1999,3.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Kieran Trippier,ENG,Atlético Madrid,La Liga,29,1990,27.5,0,3,1,33.3,0.11,0.04,0,0,19,1,0,0,0.1,0.1,0.04,-0.1,-0.1
Leandro Trossard,BEL,Brighton,English Premier League,25,1994,29,5,58,23,39.7,2,0.79,0.09,0.22,17.6,2,0,0,5.1,5.1,0.09,-0.1,-0.1
Alexis Trouillet,FRA,Nice,Ligue 1,19,2000,1.2,0,2,0,0,1.65,0,0,NA,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Adrien Truffert,FRA,Rennes,Ligue 1,18,2001,21.7,1,23,3,13,1.06,0.14,0.04,0.33,20.2,0,0,0,1.5,1.5,0.06,-0.5,-0.5
Marvin Tshibuabua,FRA,Saint-Étienne,Ligue 1,18,2002,0.5,0,1,0,0,2.09,0,0,NA,7,0,0,0,0.1,0.1,0.14,-0.1,-0.1
Kostas Tsimikas,GRE,Liverpool,English Premier League,24,1996,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Axel Tuanzebe,ENG,Manchester Utd,English Premier League,22,1997,4.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Alessandro Tuia,ITA,Benevento,Serie A,30,1990,19.6,1,7,1,14.3,0.36,0.05,0.14,1,12.2,0,0,0,0.4,0.4,0.06,0.6,0.6
Ľubomír Tupta,SVK,Hellas Verona,Serie A,22,1998,0.6,0,2,1,50,3.6,1.8,0,0,11.4,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Tuta,BRA,Eint Frankfurt,Bundesliga,21,1999,16.2,0,4,0,0,0.25,0,0,NA,13.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Iyenoma Udogie,ITA,Hellas Verona,Serie A,17,2002,1.9,0,1,0,0,0.53,0,0,NA,5,0,0,0,0.3,0.3,0.29,-0.3,-0.3
Matthieu Udol,FRA,Metz,Ligue 1,24,1996,19.2,0,12,4,33.3,0.63,0.21,0,0,21.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Naomichi Ueda,JPN,Nîmes,Ligue 1,25,1994,7.9,0,2,1,50,0.25,0.13,0,0,7.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Chimuanya Ugochukwu,FRA,Rennes,Ligue 1,16,2004,0.7,0,2,0,0,2.77,0,0,NA,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Hwang Ui-jo,KOR,Bordeaux,Ligue 1,27,1992,27.8,12,74,28,37.8,2.66,1.01,0.12,0.32,14.8,0,3,3,12.4,10.2,0.14,-0.4,-1.2
Samir Ujkani,KVX,Torino,Serie A,32,1988,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Samuel Umtiti,FRA,Barcelona,La Liga,26,1993,7.2,0,2,1,50,0.28,0.14,0,0,8.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Enes Ünal,TUR,Getafe,La Liga,23,1997,14.6,4,36,9,25,2.46,0.61,0.08,0.33,13.3,2,1,1,4.1,3.3,0.09,-0.1,-0.3
Cengiz Ünder,TUR,Leicester City,English Premier League,23,1997,3.1,0,10,2,20,3.2,0.64,0,0,23.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Dayot Upamecano,FRA,RB Leipzig,Bundesliga,21,1998,25.9,1,12,6,50,0.46,0.23,0.08,0.17,13.2,0,0,0,1,1,0.08,0,0
Kacper Urbanski,POL,Bologna,Serie A,15,2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Mark Uth,GER,Schalke 04,Bundesliga,28,1991,16.6,3,35,10,28.6,2.11,0.6,0.09,0.3,19.4,4,0,0,2.8,2.8,0.08,0.2,0.2
Tomáš Vaclík,CZE,Sevilla,La Liga,31,1989,5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Eugeni Valderrama,ESP,Huesca,La Liga,26,1994,1.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Lautaro Valenti,ARG,Parma,Serie A,21,1999,5.5,0,4,0,0,0.72,0,0,NA,25.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Antoine Valerio,FRA,Nîmes,Ligue 1,20,1999,0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Borja Valero,ESP,Fiorentina,Serie A,35,1985,5.5,0,5,0,0,0.92,0,0,NA,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Yan Valery,FRA,Southampton,English Premier League,21,1999,1.1,0,2,0,0,1.75,0,0,NA,25.8,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Jesús Vallejo,ESP,Granada,La Liga,23,1997,15,0,1,0,0,0.07,0,0,NA,12,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Manu Vallejo,ESP,Valencia,La Liga,23,1997,10.6,5,18,13,72.2,1.71,1.23,0.28,0.38,11.7,0,0,0,4.5,4.5,0.25,0.5,0.5
Federico Valverde,URU,Real Madrid,La Liga,22,1998,14.8,3,23,8,34.8,1.56,0.54,0.13,0.38,21.4,0,0,0,2,2,0.09,1,1
Raphaël Varane,FRA,Real Madrid,La Liga,27,1993,30.2,2,17,4,23.5,0.56,0.13,0.12,0.5,8.9,0,0,0,2.1,2.1,0.13,-0.1,-0.1
Jamie Vardy,ENG,Leicester City,English Premier League,33,1987,31.6,15,73,27,37,2.31,0.86,0.1,0.26,14.1,0,8,9,19.7,12.8,0.18,-4.7,-5.8
Ruben Vargas,SUI,Augsburg,Bundesliga,21,1998,17.9,6,38,13,34.2,2.12,0.73,0.16,0.46,15.5,1,0,0,3.8,3.8,0.1,2.2,2.2
Denis Vavro,SVK,Lazio,Serie A,24,1996,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Denis Vavro,SVK,Huesca,La Liga,24,1996,6.8,0,8,2,25,1.18,0.29,0,0,28.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Franco Vázquez,ARG,Sevilla,La Liga,31,1989,1.8,1,3,1,33.3,1.65,0.55,0.33,1,13.8,0,0,0,0.3,0.3,0.11,0.7,0.7
Kevin Vázquez,ESP,Celta Vigo,La Liga,27,1993,6.2,0,1,0,0,0.16,0,0,NA,23.3,0,0,0,0,0,0.03,0,0
Lucas Vázquez,ESP,Real Madrid,La Liga,29,1991,20.5,2,22,8,36.4,1.07,0.39,0.09,0.25,18.9,0,0,0,2.2,2.2,0.1,-0.2,-0.2
Matías Vecino,URU,Inter,Serie A,28,1991,3.1,1,5,3,60,1.59,0.95,0.2,0.33,15.4,0,0,0,1.3,1.3,0.27,-0.3,-0.3
Koke Vegas,ESP,Levante,La Liga,24,1995,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
